Movie Name	Storyline
930. Ena. La reina Victoria Eugenia	The heartbreaking story of Victoria Eugenia, granddaughter of Queen Victoria, despised by her husband, annulled by her mother-in-law, ridiculed by the court, ignored by her subjects, and punished by her children - a woman no one loved.
931. Kabitan	Alice, a depressed mistress, forms a deep emotional and sexual bond with Mika, her neighbor, who is also a mistress. Then, the inevitable happens, they fall for each other.
932. Buy Now! The Shopping Conspiracy	Pulls back the curtain on the world's top brands, exposing the hidden tactics and covert strategies used to keep all of us locked in an endless cycle of buying, no matter the cost.
933. Flex x Cop	A fun-loving rich chaebol gets entangled in an incident and joins a violent crime investigation team. By mobilizing his wealth and personal connections, the third-generation chaebol catches criminals beyond the reach of police.
934. Dostoevskij	A policeman with a troubled past investigates a series of murders.
935. Boundless	Detective Mørck and team reopen a cold case on Bornholm Island involving a girl's death, a cult, and missing women. Mørck must solve the case and confront his past to move forward with his fiancée.
936. Faye	Faye Dunaway reflects on her life and candidly discusses the triumphs and challenges of her illustrious career.
937. Aavesham	Three teenagers reach Bangalore for their engineering degree and gets involved in a fight with seniors. They find a local gangster named Ranga to help them take revenge.
938. Unit 234	After the shocking discovery of an unconscious man in a locked unit, the lone employee of a remote storage facility must fight to survive the night against a ruthless gang, dead set on retrieving their precious cargo - at any cost.
939. Things Will Be Different	In order to escape police after a robbery, two estranged siblings lie low in a farmhouse that hides them away in a different time. There they reckon with a mysterious force that pushes their familial bonds to unnatural breaking points.
940. Second Life	Whilst serving a prison sentence for killing a gang boss, Liang gives birth to a boy who is put into welfare. 30 years later, Liang is released from prison, and the gang send blind Ah Gui to pose as Liang's blind son so he can kill her.
941. The Soul Eater	When violent and gruesome deaths starts plaguing a small mountain village, an old legend about a malevolent creature resurfaces.
942. Omni Loop	A woman from Miami, Florida decides to solve time travel in order to go back and be the person she always intended to.
943. Liza: A Truly Terrific Absolutely True Story	A tribute to a young artist of unlimited raw talent and the deep, creative relationships she has with her mentors and influences.
944. Love in the Big City	Misunderstood as more than friends, roommates Jae-hee and Heung-soo navigate the complexities of modern romance in Seoul's big city.
945. Linda Perry: Let It Die Here	An intimate look at Linda Perry's personal and professional life as one of pop music's major creative forces as a multi-faceted singer, songwriter and producer.
946. Big Mood	Best friends Maggie and Eddie have lived in each other's pockets for ten years. But with the future looming, can their relationship survive?
947. The Last Breath	A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.
948. Four Mothers	A writer about to publish his new novel is forced to take care of three eccentric older women - and his own mother - over the course of one chaotic weekend in Dublin.
949. Inspector Rishi	A skeptic crime branch Inspector Rishi Nandhan, assisted by two sub-inspectors Ayyanar and Chitra, investigates a series of bizarre murders in a small mountain village, supposedly committed by a deadly forest spirit called the Vanaratchi.
950. The Office Movers	Two brothers attempt to save their failing office moving company and get an acquisition offer from a global logistics firm
951. The True Story of Tamara de Lempicka & The Art of Survival	Life of renowned Art Deco painter Tamara de Lempicka from 1920s Paris rise to stardom, move to US fleeing fascism in 1940, and revival in current art market, through powerful paintings depicting high society, nudes, and her lifestyle.
952. Angels Fall Sometimes	Two college students, Lin Tuo and An Zhi Que, fall in love but face a challenge when Lin Tuo is diagnosed with ALS. Despite the disease, he bravely fights on, inspiring others with his resilience and zest for life.
953. Two to One	After the fall of the Berlin Wall, a communist family discovers a bunker full of money soon to be worthless. With the help of their neighbors, they embark on a race against time to enter the capitalist world in style.
954. The Program: Cons, Cults, and Kidnapping	Investigative docuseries about a woman haunted by her teenage experience at a troubled youth program.
955. Chandu Champion	A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.
956. Panda Plan	International action superstar Jackie Chan is involved in a rescue operation of a beloved zoo panda named Hu Hu.
